session_id,scenario,source_ip,start_time,end_time,duration_min,alert_count,max_phase_gt,max_phase_pred,is_multi_phase,risk_score,risk_level,status,recommended_action
fox-10.35.33.111-1642410287,fox,10.35.33.111,1642410287,1642410287,0.0,2,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
fox-10.35.33.111-1642492842,fox,10.35.33.111,1642492842,1642492842,0.0,10,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.33.111-1642508235,fox,10.35.33.111,1642508235,1642508246,0.2,4,Reconnaissance,,False,0,BENIGN,MONITORED,No action required
fox-10.35.33.111-1642603496,fox,10.35.33.111,1642603496,1642603520,0.4,14,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.204-1642204839,fox,10.35.35.204,1642204839,1642207359,42.0,10,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.204-1642209609,fox,10.35.35.204,1642209609,1642213794,69.8,9,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.204-1642222794,fox,10.35.35.204,1642222794,1642223379,9.8,2,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.204-1642227294,fox,10.35.35.204,1642227294,1642227429,2.2,4,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.204-1642258749,fox,10.35.35.204,1642258749,1642258884,2.2,4,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.204-1642297854,fox,10.35.35.204,1642297854,1642297899,0.8,2,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642227332,fox,10.35.35.206,1642227332,1642231064,62.2,62,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-10.35.35.206-1642235991,fox,10.35.35.206,1642235991,1642235992,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642239193,fox,10.35.35.206,1642239193,1642240695,25.0,9,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642244129,fox,10.35.35.206,1642244129,1642245618,24.8,4,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642281863,fox,10.35.35.206,1642281863,1642282344,8.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642309241,fox,10.35.35.206,1642309241,1642309242,0.0,12,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642323984,fox,10.35.35.206,1642323984,1642325362,23.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642382078,fox,10.35.35.206,1642382078,1642382079,0.0,10,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642405798,fox,10.35.35.206,1642405798,1642407180,23.0,3,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642413697,fox,10.35.35.206,1642413697,1642415244,25.8,2,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642451448,fox,10.35.35.206,1642451448,1642451448,0.0,3,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642504645,fox,10.35.35.206,1642504645,1642505258,10.2,2,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642508251,fox,10.35.35.206,1642508251,1642509551,21.7,419870,Installation,Reconnaissance,False,20,LOW,MONITORED,No action required
fox-10.35.35.206-1642511608,fox,10.35.35.206,1642511608,1642512027,7.0,21,Installation,Exploitation,False,50,MEDIUM,ACTIVE,MONITOR IP 10.35.35.206
fox-10.35.35.206-1642523758,fox,10.35.35.206,1642523758,1642525527,29.5,14,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642564405,fox,10.35.35.206,1642564405,1642564425,0.3,16,,,False,0,BENIGN,MONITORED,No action required
fox-10.35.35.206-1642606382,fox,10.35.35.206,1642606382,1642607224,14.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642204801,fox,172.17.129.140,1642204801,1642205353,9.2,23,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642228782,fox,172.17.129.140,1642228782,1642229072,4.8,16,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642231268,fox,172.17.129.140,1642231268,1642233340,34.5,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642241821,fox,172.17.129.140,1642241821,1642241869,0.8,4,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642283786,fox,172.17.129.140,1642283786,1642283786,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642303335,fox,172.17.129.140,1642303335,1642303335,0.0,12,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642326986,fox,172.17.129.140,1642326986,1642328743,29.3,3,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642377601,fox,172.17.129.140,1642377601,1642377601,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642388655,fox,172.17.129.140,1642388655,1642388656,0.0,12,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642399292,fox,172.17.129.140,1642399292,1642401293,33.4,3,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642426754,fox,172.17.129.140,1642426754,1642426782,0.5,4,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642441885,fox,172.17.129.140,1642441885,1642443740,30.9,14,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642481775,fox,172.17.129.140,1642481775,1642481776,0.0,16,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642508251,fox,172.17.129.140,1642508251,1642508263,0.2,14,Reconnaissance,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.129.140-1642520026,fox,172.17.129.140,1642520026,1642520026,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642563831,fox,172.17.129.140,1642563831,1642563855,0.4,18,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642582562,fox,172.17.129.140,1642582562,1642583198,10.6,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642597744,fox,172.17.129.140,1642597744,1642600831,51.5,7,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642613665,fox,172.17.129.140,1642613665,1642617003,55.6,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.129.140-1642625883,fox,172.17.129.140,1642625883,1642625883,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.196-1642207297,fox,172.17.130.196,1642207297,1642207297,0.0,12,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.196-1642218339,fox,172.17.130.196,1642218339,1642218475,2.3,18,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642228000,fox,172.17.130.196,1642228000,1642228468,7.8,14,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.196-1642238209,fox,172.17.130.196,1642238209,1642240286,34.6,240,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642242500,fox,172.17.130.196,1642242500,1642242500,0.0,16,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642244989,fox,172.17.130.196,1642244989,1642245448,7.7,27,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642250408,fox,172.17.130.196,1642250408,1642251564,19.3,240,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642254234,fox,172.17.130.196,1642254234,1642255252,17.0,98,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642260081,fox,172.17.130.196,1642260081,1642260750,11.2,40,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642263439,fox,172.17.130.196,1642263439,1642263439,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.196-1642266606,fox,172.17.130.196,1642266606,1642268281,27.9,576,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642273244,fox,172.17.130.196,1642273244,1642273841,9.9,88,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642325377,fox,172.17.130.196,1642325377,1642325752,6.2,64,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642332070,fox,172.17.130.196,1642332070,1642334268,36.6,344,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642338890,fox,172.17.130.196,1642338890,1642338890,0.0,16,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642340829,fox,172.17.130.196,1642340829,1642340830,0.0,10,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642342725,fox,172.17.130.196,1642342725,1642345351,43.8,144,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642349936,fox,172.17.130.196,1642349936,1642350641,11.8,496,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642353886,fox,172.17.130.196,1642353886,1642355526,27.3,728,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642360844,fox,172.17.130.196,1642360844,1642362354,25.2,48,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642398932,fox,172.17.130.196,1642398932,1642398932,0.0,8,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642402607,fox,172.17.130.196,1642402607,1642405474,47.8,202,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642408899,fox,172.17.130.196,1642408899,1642410480,26.4,258,Actions_on_Objectives,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642414129,fox,172.17.130.196,1642414129,1642414921,13.2,112,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642420343,fox,172.17.130.196,1642420343,1642420652,5.2,176,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642425759,fox,172.17.130.196,1642425759,1642425759,0.0,10,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642431370,fox,172.17.130.196,1642431370,1642433420,34.2,234,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642438909,fox,172.17.130.196,1642438909,1642439637,12.1,103,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642444946,fox,172.17.130.196,1642444946,1642445445,8.3,186,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642449991,fox,172.17.130.196,1642449991,1642450827,13.9,104,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642491948,fox,172.17.130.196,1642491948,1642494118,36.2,94,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642497220,fox,172.17.130.196,1642497220,1642501288,67.8,298,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642507064,fox,172.17.130.196,1642507064,1642510585,58.7,300,Exploitation,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642512803,fox,172.17.130.196,1642512803,1642512803,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.196-1642515579,fox,172.17.130.196,1642515579,1642515580,0.0,14,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642518155,fox,172.17.130.196,1642518155,1642518356,3.4,56,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642521192,fox,172.17.130.196,1642521192,1642521284,1.5,56,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642553981,fox,172.17.130.196,1642553981,1642553981,0.0,8,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642557339,fox,172.17.130.196,1642557339,1642557350,0.2,14,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642573857,fox,172.17.130.196,1642573857,1642575773,31.9,640,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642584939,fox,172.17.130.196,1642584939,1642586703,29.4,268,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642588886,fox,172.17.130.196,1642588886,1642589346,7.7,88,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642592962,fox,172.17.130.196,1642592962,1642592962,0.0,8,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642594873,fox,172.17.130.196,1642594873,1642597299,40.4,480,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642599708,fox,172.17.130.196,1642599708,1642603008,55.0,232,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642606228,fox,172.17.130.196,1642606228,1642606286,1.0,48,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.196-1642608216,fox,172.17.130.196,1642608216,1642608667,7.5,96,,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.37-1642227169,fox,172.17.130.37,1642227169,1642228227,17.6,64,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642230275,fox,172.17.130.37,1642230275,1642231830,25.9,22,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642236724,fox,172.17.130.37,1642236724,1642238423,28.3,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642291677,fox,172.17.130.37,1642291677,1642291677,0.0,10,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642314306,fox,172.17.130.37,1642314306,1642314307,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642391277,fox,172.17.130.37,1642391277,1642391279,0.0,14,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642399292,fox,172.17.130.37,1642399292,1642401293,33.4,3,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642426754,fox,172.17.130.37,1642426754,1642426782,0.5,4,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642441885,fox,172.17.130.37,1642441885,1642443740,30.9,10,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642451417,fox,172.17.130.37,1642451417,1642452023,10.1,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642459358,fox,172.17.130.37,1642459358,1642459958,10.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642479297,fox,172.17.130.37,1642479297,1642479297,0.0,10,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642508235,fox,172.17.130.37,1642508235,1642508249,0.2,110,Reconnaissance,Reconnaissance,False,15,LOW,MONITORED,No action required
fox-172.17.130.37-1642520026,fox,172.17.130.37,1642520026,1642520026,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642556217,fox,172.17.130.37,1642556217,1642556230,0.2,18,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642582562,fox,172.17.130.37,1642582562,1642583198,10.6,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642597744,fox,172.17.130.37,1642597744,1642600831,51.5,7,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642613665,fox,172.17.130.37,1642613665,1642617003,55.6,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.130.37-1642625883,fox,172.17.130.37,1642625883,1642625883,0.0,2,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642213952,fox,172.17.131.81,1642213952,1642213972,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642217572,fox,172.17.131.81,1642217572,1642217592,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642221192,fox,172.17.131.81,1642221192,1642221212,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642224812,fox,172.17.131.81,1642224812,1642224832,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642226748,fox,172.17.131.81,1642226748,1642275515,812.8,2370,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642279115,fox,172.17.131.81,1642279115,1642279135,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642282735,fox,172.17.131.81,1642282735,1642282756,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642286356,fox,172.17.131.81,1642286356,1642286376,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642289976,fox,172.17.131.81,1642289976,1642289996,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642293596,fox,172.17.131.81,1642293596,1642293616,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642297216,fox,172.17.131.81,1642297216,1642297237,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642300837,fox,172.17.131.81,1642300837,1642300857,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642304457,fox,172.17.131.81,1642304457,1642304477,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642308077,fox,172.17.131.81,1642308077,1642308097,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642311697,fox,172.17.131.81,1642311697,1642311717,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642314301,fox,172.17.131.81,1642314301,1642314322,0.3,7,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642317922,fox,172.17.131.81,1642317922,1642325362,124.0,242,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642327354,fox,172.17.131.81,1642327354,1642363103,595.8,1623,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642364995,fox,172.17.131.81,1642364995,1642369542,75.8,69,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642372235,fox,172.17.131.81,1642372235,1642372256,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642375856,fox,172.17.131.81,1642375856,1642375876,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642379476,fox,172.17.131.81,1642379476,1642379496,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642383096,fox,172.17.131.81,1642383096,1642383116,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642386716,fox,172.17.131.81,1642386716,1642386736,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642390336,fox,172.17.131.81,1642390336,1642390356,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642393956,fox,172.17.131.81,1642393956,1642393977,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642397577,fox,172.17.131.81,1642397577,1642397597,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642399460,fox,172.17.131.81,1642399460,1642437419,632.6,1981,Actions_on_Objectives,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642439416,fox,172.17.131.81,1642439416,1642453495,234.7,457,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642455500,fox,172.17.131.81,1642455500,1642456481,16.4,45,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642458758,fox,172.17.131.81,1642458758,1642459140,6.4,18,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642462740,fox,172.17.131.81,1642462740,1642462761,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642466361,fox,172.17.131.81,1642466361,1642466381,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642469981,fox,172.17.131.81,1642469981,1642470001,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642473601,fox,172.17.131.81,1642473601,1642473621,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642477221,fox,172.17.131.81,1642477221,1642477241,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642480841,fox,172.17.131.81,1642480841,1642480862,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642484462,fox,172.17.131.81,1642484462,1642484482,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642488082,fox,172.17.131.81,1642488082,1642532912,747.2,2047,Exploitation,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642535144,fox,172.17.131.81,1642535144,1642535165,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642538765,fox,172.17.131.81,1642538765,1642538785,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642542385,fox,172.17.131.81,1642542385,1642542405,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642546005,fox,172.17.131.81,1642546005,1642546025,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642549625,fox,172.17.131.81,1642549625,1642549645,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642553245,fox,172.17.131.81,1642553245,1642553266,0.3,6,,,False,0,BENIGN,MONITORED,No action required
fox-172.17.131.81-1642556866,fox,172.17.131.81,1642556866,1642556886,0.3,6,,,False,0,BENIGN,MONITORED,No action required
